matcher,ntypes,max_len,lambda,wall,cpu,inferences
match_list,aux,10,2,0.14646410942077637,0.125,1557812
match_list,aux,10,2,0.2004249095916748,0.15624999999999822,1557812
match_list,aux,10,2,0.15564298629760742,0.15625,1557812
match_list,aux,10,2,0.16060614585876465,0.15625,1557812
match_list,aux,20,2,0.3367578983306885,0.328125,3639930
match_list,aux,20,2,0.3272531032562256,0.3125,3639930
match_list,aux,20,2,0.322796106338501,0.328125,3639930
match_list,aux,20,2,0.3631739616394043,0.34375,3639930
match_list,aux,20,2,0.3854818344116211,0.390625,3639930
match_list,aux,30,2,0.5539970397949219,0.546875,5835436
match_list,aux,30,2,0.5570721626281738,0.546875,5835436
match_list,aux,30,2,0.5352249145507812,0.515625,5835436
match_list,aux,30,2,0.5585598945617676,0.5625,5835436
match_list,aux,30,2,0.5517621040344238,0.5468750000000036,5835436
match_list,aux,40,2,0.8032228946685791,0.796875,8060642
match_list,aux,40,2,0.783804178237915,0.78125,8060642
match_list,aux,40,2,0.8035650253295898,0.796875,8060642
match_list,aux,40,2,0.81390380859375,0.8125,8060642
match_list,aux,40,2,0.8006641864776611,0.796875,8060642
match_list,aux,50,2,1.1469569206237793,1.15625,10265918
match_list,aux,50,2,1.0873119831085205,1.078125,10265918
match_list,aux,50,2,1.1018400192260742,1.09375,10265918
match_list,aux,50,2,1.0826401710510254,1.078125,10265918
match_list,aux,50,2,1.1218438148498535,1.09375,10265918
match_list,aux,12,5,0.1987621784210205,0.203125,2145768
match_list,aux,12,5,0.200423002243042,0.203125,2145768
match_list,aux,12,5,0.20764780044555664,0.1875,2145768
match_list,aux,12,5,0.1920928955078125,0.171875,2145768
match_list,aux,12,5,0.20055198669433594,0.203125,2145768
match_list,aux,20,5,0.35485100746154785,0.359375,3857716
match_list,aux,20,5,0.3513622283935547,0.328125,3857716
match_list,aux,20,5,0.3515918254852295,0.35937499999999645,3857716
match_list,aux,20,5,0.36576008796691895,0.34375,3857716
match_list,aux,20,5,0.3562588691711426,0.34375,3857716
match_list,aux,30,5,0.5587790012359619,0.5625,6068284
match_list,aux,30,5,0.5638551712036133,0.5625,6068284
match_list,aux,30,5,0.569969892501831,0.5625,6068284
match_list,aux,30,5,0.5634739398956299,0.578125,6068284
match_list,aux,30,5,0.579876184463501,0.5625,6068284
match_list,aux,40,5,0.8049559593200684,0.796875,8299984
match_list,aux,40,5,0.8163399696350098,0.8125,8299984
match_list,aux,40,5,0.8019008636474609,0.8125,8299984
match_list,aux,40,5,0.8112781047821045,0.796875,8299984
